topic_number,topic_name,content_item_title,content_item_url,content_item_probability,content_item_id
-1,Outliers,Millions to take home more cash as Tipping laws come into force,https://gov.uk/government/news/millions-to-take-home-more-cash-as-tipping-laws-come-into-force,0.004,44b28191-53a2-46ce-a067-dd836117c038
-1,Outliers,National Minimum Wage: report on the 2015 apprentice rate,https://gov.uk/government/publications/national-minimum-wage-report-on-the-2015-apprentice-rate,0.007,45455a30-9889-473f-833a-03073b1738b6
-1,Outliers,Enterprise and Regulatory Reform Act 2013: a guide,https://gov.uk/government/publications/enterprise-and-regulatory-reform-act-2013-a-guide,0.029,45963f3d-01e2-4df4-927b-e1ad58054b52
-1,Outliers,Government reappoints 3 Commissioners to the independent Low Pay Commission,https://gov.uk/government/news/government-reappoints-3-commissioners-to-the-independent-low-pay-commission,0.010,47cac603-5ccc-426f-91d2-8106d9f90b55
-1,Outliers,Fourth work-life balance employer survey (2013),https://gov.uk/government/publications/fourth-work-life-balance-employer-survey-2013,0.012,499f01f9-976c-4fd2-958d-d35626a0f797
-1,Outliers,Back to Work Plan will help drive economic growth in every region,https://gov.uk/government/news/back-to-work-plan-will-help-drive-economic-growth-in-every-region,0.039,4b042171-0c0b-41b5-b456-c66439c46cd2
-1,Outliers,Trade union recognition: make an application,https://gov.uk/government/publications/trade-union-recognition-make-an-application,0.019,4b6b3c24-f2f5-49e7-8a18-357299de4412
-1,Outliers,Norman Lamb sets out plans to develop a mutual Post Office,https://gov.uk/government/news/norman-lamb-sets-out-plans-to-develop-a-mutual-post-office,0.013,4c4b0259-885a-4cda-99c8-44e6c2ecbe25
-1,Outliers,Enterprise and Regulatory Reform Bill: policy paper,https://gov.uk/government/publications/enterprise-and-regulatory-reform-bill-policy-paper,0.032,4d5eddb2-7b70-4dc3-83ef-ce6044e6f329
-1,Outliers,BEIS Public Attitudes Tracker: Developments Summer 2021,https://gov.uk/government/publications/beis-public-attitudes-tracker-developments-summer-2021,0.013,4d9d0d8d-20a7-4747-bd36-757ebe57c2c1
-1,Outliers,Employment law review (Beecroft): issues,https://gov.uk/government/publications/employment-law-review-beecroft-issues,0.010,512aa25f-3b28-44e1-bce8-47215f7b0ab4
-1,Outliers,Providing a 'Key information document' for agency workers: guidance for employment businesses,https://gov.uk/government/publications/providing-a-key-information-document-for-agency-workers-guidance-for-employment-businesses,0.024,524e578d-9041-427e-87fd-3edfc5936f91
-1,Outliers,More choice on when to stop working - default retirement age retired,https://gov.uk/government/news/more-choice-on-when-to-stop-working-default-retirement-age-retired,0.011,52db6075-02d8-4e3c-af3b-523fe03f94e7
-1,Outliers,Transfer of Undertakings (Protection of Employment) Regulations (TUPE) 2006: consultation on proposed changes,https://gov.uk/government/consultations/transfer-of-undertakings-protection-of-employment-regulations-tupe-2006-consultation-on-proposed-changes,0.008,52f2717a-0eec-4b6a-bb5e-93f07a8eabe0
-1,Outliers,The 2011 Workplace Employment Relations Study (WERS) transparency data,https://gov.uk/government/publications/the-2011-workplace-employment-relations-study-wers-transparency-data,0.014,55000c3e-7df3-4b57-a37f-f1b005f1d38b
-1,Outliers,Agency worker survey report,https://gov.uk/government/publications/agency-worker-survey-report,0.010,55b5fd56-1d1c-48be-8e59-8a04e8463000
-1,Outliers,All tips to go to staff under government plans to enhance rights of 2 million workers,https://gov.uk/government/news/all-tips-to-go-to-staff-under-government-plans-to-enhance-rights-of-2-million-workers,0.004,56d17900-b02c-4a1d-b093-98b63af8ad28
-1,Outliers,Cynnydd uwch na chwyddiant I'R isafswm cyflog cenedlaethol,https://gov.uk/government/news/above-inflation-rise-for-national-minimum-wage--2.cy,0.009,581505e4-f541-487e-b3e2-3c43b35bb86e
-1,Outliers,Worker wellbeing and workplace performance,https://gov.uk/government/publications/worker-wellbeing-and-workplace-performance,0.012,58f9a2e8-ba86-4fcc-bc11-575d9fdfbd03
-1,Outliers,Government sets out 2015 minimum wage remit to Low Pay Commission,https://gov.uk/government/news/government-sets-out-2015-minimum-wage-remit-to-low-pay-commission,0.010,59352629-baae-4bff-90f4-6f4b64d1fa44
-1,Outliers,"National Minimum Wage: effect on hours, job retention and entry. Bryan, Salvatori, Taylor",https://gov.uk/government/publications/national-minimum-wage-effect-on-hours-job-retention-and-entry,0.006,595b261b-5bc7-4670-a801-1ba9017e7857
-1,Outliers,More protection for whistleblowers announced,https://gov.uk/government/news/more-protection-for-whistleblowers-announced,0.002,59bf71d6-10ca-462a-8f82-60b69731e8b7
-1,Outliers,Trade Union Act Enactment Impact Assessment,https://gov.uk/government/publications/trade-union-act-enactment-impact-assessment,0.017,5b04aef7-1b52-46f9-926e-9c7898b6ee14
-1,Outliers,Code of practice: industrial action ballots and notice to employers,https://gov.uk/government/publications/code-of-practice-industrial-action-ballots-and-notice-to-employers--2,0.022,5bbf3056-678b-4dfb-ad1c-abf70ebf4a23
-1,Outliers,Local growth: realising every place's potential,https://gov.uk/government/publications/local-growth-realising-every-places-potential-hc-7961,0.208,5c34497a-ac44-45bc-bc96-d5728e93e7ad
-1,Outliers,National living wage: employee attitudes survey,https://gov.uk/government/publications/national-living-wage-employee-survey,0.006,5e54d566-d41f-494c-a449-4c438391fdd1
-1,Outliers,Good news for employers and staff as improved TUPE rules come into force,https://gov.uk/government/news/good-news-for-employers-and-staff-as-improved-tupe-rules-come-into-force,0.008,5ea52992-0601-46c4-9073-1a9fe7000f1a
-1,Outliers,Low Pay Commission Report 2021,https://gov.uk/government/publications/low-pay-commission-report-2021,0.012,5f36b90e-1253-48a1-a001-b16b85a5fab8
-1,Outliers,Fear and insecurity mean workers do not report underpayment,https://gov.uk/government/news/fear-and-insecurity-mean-workers-do-not-report-underpayment,0.008,5f87daf4-b36d-430d-87e0-0d2b976fbb96
-1,Outliers,Record number of women in work as wages continue to outstrip inflation,https://gov.uk/government/news/record-number-of-women-in-work-as-wages-continue-to-outstrip-inflation,0.017,5fd01e09-f932-4cf9-aa5e-2256c257eacb
-1,Outliers,Payment of union subscriptions through check off,https://gov.uk/government/publications/payment-of-union-subscriptions-through-check-off,0.016,615a06ae-6ce6-4ba5-aaad-7008d3133760
-1,Outliers,National Minimum Wage: draft consolidated regulations,https://gov.uk/government/consultations/national-minimum-wage-draft-consolidated-regulations,0.004,6221c25e-7687-47ce-aaf2-d094a0d17732
-1,Outliers,Employment law review report (Beecroft),https://gov.uk/government/publications/employment-law-review-report-beecroft,0.010,62cedf7f-20a3-46dd-8abd-8f17df45c9cb
-1,Outliers,Labour Market Directorate: equalities statement,https://gov.uk/government/publications/labour-market-directorate-equalities-statement,0.063,6523d2ea-8769-4e69-8e70-b4d003e1c246
-1,Outliers,"National Minimum Wage apprentice rate: impact analysis. Behling, Speckesser",https://gov.uk/government/publications/national-minimum-wage-apprentice-rate-impact-analysis,0.006,659b0ae5-c1e3-4a4e-8a32-a0f4bc2644f5
-1,Outliers,Employee views on flexible contracts,https://gov.uk/government/publications/employee-views-on-flexible-contracts,0.007,65dffce3-ca64-4acf-a730-f236ba451a95
-1,Outliers,Research finds women paid less than men in 90% of sectors,https://gov.uk/government/news/research-finds-women-paid-less-than-men-in-90-of-sectors,0.017,67317e68-70de-4814-8a77-bf3e9a1d2db4
-1,Outliers,Unpaid internships and interns: BIS guidance,https://gov.uk/government/publications/unpaid-internships-and-interns-bis-guidance,0.020,67accc25-9a15-4022-aba7-a568bbf85cbb
-1,Outliers,TUPE: guide to 2006 regulations,https://gov.uk/government/publications/tupe-a-guide-to-the-2006-regulations,0.008,680951a4-fbe9-4750-bae8-4c4afe78d527
-1,Outliers,Minister for Employment gives speech on 'Full Employment' report,https://gov.uk/government/speeches/minister-for-employment-gives-speech-on-full-employment-report,0.039,6973c642-cc38-42ef-ac3a-9b8810a3db63
-1,Outliers,Compliance and enforcement of the National Minimum Wage,https://gov.uk/government/publications/compliance-and-enforcement-of-the-national-minimum-wage,0.007,6a07a3fb-70c1-4513-8974-544b006cfe9b
-1,Outliers,Non-compliance and enforcement of the National Minimum Wage,https://gov.uk/government/publications/non-compliance-and-enforcement-of-the-national-minimum-wage,0.006,6b437fd2-c498-4e24-83c7-4d403e50c436
-1,Outliers,Consultation on Conduct of Employment Agencies and Employment Business Regulations 2003: final impact assessment,https://gov.uk/government/publications/consultation-on-conduct-of-employment-agencies-and-employment-business-regulations-2003-final-impact-assessment,0.028,6c315eea-37ce-4abd-a79f-fc56c2926994
-1,Outliers,"Industrial Development Act 1982: annual report, 2009 to 2010",https://gov.uk/government/publications/industrial-development-act-1982-schemes-annual-report-for-2009-10,0.015,6cf8c14e-cd2e-4e1b-b42b-23d9172ca213
-1,Outliers,Personal information charter,https://gov.uk/government/organisations/labour-market-evidence-group/about/personal-information-charter,0.019,70d23006-6a50-4795-851e-56a08ca51f7b
-1,Outliers,Government drive to help those aged 50 and over re-join the jobs market,https://gov.uk/government/news/government-drive-to-help-those-aged-50-and-over-re-join-the-jobs-market,0.031,713e800d-9677-4d26-b72b-0673df8fc6cb
-1,Outliers,Non-compete clauses: call for evidence,https://gov.uk/government/calls-for-evidence/non-compete-clauses-call-for-evidence,0.009,72978935-3f20-4e22-867f-662e4831e65e
-1,Outliers,Work-life balance employer survey,https://gov.uk/government/collections/work-life-balance-employer-survey,0.012,732d913b-89fe-4e22-a91b-93061adf19a0
-1,Outliers,Bargaining and Industrial Relations Prospects for 2011,https://gov.uk/government/speeches/bargaining-and-industrial-relations-prospects-for-2011,0.052,7334c047-9ecc-4fc6-ade4-d5530c88b7db
-1,Outliers,ILO Committee on the Application of Standards: UK statement (June 2022),https://gov.uk/government/speeches/ilo-committee-on-the-application-of-standards-uk-statement-june-2022,0.020,749f8f1b-1c07-4e9f-89de-7ccb0c4760f6
-1,Outliers,Work-life balance: third employee survey,https://gov.uk/government/publications/work-life-balance-survey-3,0.012,76f22b35-c8e4-48c2-a8f1-7a6e00b7b0ed
-1,Outliers,Self-employed workers: comparison by age and employment length,https://gov.uk/government/publications/self-employed-workers-comparison-by-age-and-employment-length,0.012,785a0f58-6dc0-4cf2-9679-1f0f53839eed
-1,Outliers,Make Work Pay: draft code of practice on electronic and workplace balloting for statutory union ballots,https://gov.uk/government/consultations/make-work-pay-draft-code-of-practice-on-electronic-and-workplace-balloting-for-statutory-union-ballots,0.014,78698131-ac5a-4ae0-88a2-e5ad373ec010
-1,Outliers,DfT equality monitoring 2013 to 2014,https://gov.uk/government/publications/department-for-transport-equality-monitoring-2013-to-2014,0.034,7869ff0d-3002-4aa9-86b0-f9ea6ed43c98
-1,Outliers,Fuller Working Lives: 2 years on,https://gov.uk/government/speeches/fuller-working-lives-2-years-on,0.042,78b3b2ea-aa21-4e58-9db1-538190f25a0b
-1,Outliers,Wages overtake inflation for 16th month in a row – fastest real terms growth since 2015,https://gov.uk/government/news/wages-overtake-inflation-for-16th-month-in-a-row-fastest-real-terms-growth-since-2015,0.017,7b2b56f6-e218-4c47-8a20-98af4bf5eb49
-1,Outliers,Human capital reporting: literature review,https://gov.uk/government/publications/human-capital-reporting-literature-review,0.011,82c54e04-040c-4ba7-a6d6-18ea5ca06e72
-1,Outliers,Employment tribunal rules: review by Mr Justice Underhill. Impact assessment,https://gov.uk/government/publications/employment-tribunal-rules-review-by-mr-justice-underhill-impact-assessment,0.016,834879cb-8e96-47f7-98ec-6a5c29d640c1
-1,Outliers,Distributing tips fairly: statutory code of practice,https://gov.uk/government/publications/distributing-tips-fairly-statutory-code-of-practice,0.004,83da6d23-1175-4311-a275-1599e3cbffb8
-1,Outliers,Employee owner plans to boost growth,https://gov.uk/government/news/employee-owner-plans-to-boost-growth,0.042,84283a1e-64aa-445f-900f-cd41787d188f
-1,Outliers,Ending the employment relationship: consultation,https://gov.uk/government/publications/ending-the-employment-relationship-consultation,0.028,85344021-f83c-4fe6-b46d-d2a02798bc77
-1,Outliers,Derecognition of a non-independent union: make an application,https://gov.uk/government/publications/derecognition-of-a-non-independent-union-make-an-application,0.019,87ac1814-0e63-46f4-afac-3378d1776922
-1,Outliers,Latest figures show huge growth in employment for UK nationals,https://gov.uk/government/news/latest-figures-show-huge-growth-in-employment-for-uk-nationals,0.032,88876d52-c0da-45bc-8d1b-0d3f4f8b6e14
-1,Outliers,Industrial action ballots and notice to employers: draft revised code of practice,https://gov.uk/government/publications/industrial-action-ballots-and-notice-to-employers-draft-revised-code-of-practice,0.020,888b0813-d23c-41de-aa58-8e19b557b667
-1,Outliers,"Substitution rate between low pay workers and the National Minimum Wage. Lanot, Sousounis",https://gov.uk/government/publications/substitution-rate-between-low-pay-workers-and-the-national-minimum-wage,0.006,89ae09eb-2e5d-4fd8-b16f-d8387fc0607c
-1,Outliers,"Minimum wage underpayment on the rise, Low Pay Commission finds",https://gov.uk/government/news/minimum-wage-underpayment-on-the-rise-low-pay-commission-finds,0.007,8bc4c53a-3258-4c08-8442-7ee7735763fc
-1,Outliers,Trade union recognition and derecognition: application and response forms,https://gov.uk/government/collections/trade-union-recognition-and-derecognition-application-and-response-forms,0.017,8c02c9c2-9b34-4399-bf03-6acb4fd310c4
-1,Outliers,Government submits National Minimum Wage evidence to Low Pay Commission,https://gov.uk/government/news/government-submits-national-minimum-wage-evidence-to-low-pay-commission,0.008,8cb4c96e-80a0-4cb3-a19b-a98c34c8c9e6
-1,Outliers,Discrimination law and pay systems,https://gov.uk/government/publications/discrimination-law-and-pay-systems,0.064,8cdecaa7-e111-4397-b31d-f03bcf81eaca
-1,Outliers,Phasing out the Default Retirement Age,https://gov.uk/government/consultations/phasing-out-the-default-retirement-age,0.011,8d12de4c-c317-4327-8513-1fc58344cb0d
-1,Outliers,Work-life balance third employee survey: technical report,https://gov.uk/government/publications/work-life-balance-survey-3-technical-report,0.013,8f463f6b-d91a-4b40-95ad-c7442de552e2
-1,Outliers,Low Pay Commission welcomes new remit from Government,https://gov.uk/government/news/low-pay-commission-welcomes-new-remit-from-government,0.008,90ab77f9-5ef2-4a8c-9d7f-7c76b2efc222
-1,Outliers,Government announces plans to review whistleblowing protections,https://gov.uk/government/news/government-announces-plans-to-review-whistleblowing-protections,0.002,9160922d-49f0-4a82-a2c1-a005a39457e2
-1,Outliers,Poor basic literacy and numeracy: effect on employers,https://gov.uk/government/publications/poor-basic-literacy-and-numeracy-effect-on-employers,0.007,92210e94-9750-47b9-9eb5-65c497c92473
-1,Outliers,Self-employed workers: comparison by length of time in employment,https://gov.uk/government/publications/self-employed-workers-comparison-by-length-of-time-in-employment,0.012,92315e7a-30d6-477b-9abb-e6e425aa82c5
-1,Outliers,Government reveals new support to protect interns’ right to fair pay,https://gov.uk/government/news/government-reveals-new-support-to-protect-interns-right-to-fair-pay,0.018,941de3c0-7123-4426-a9c7-38560853028d
-1,Outliers,DfT: compliance with the Equality Duty,https://gov.uk/government/collections/department-for-transport-s-compliance-with-the-equality-duty,0.034,944023d6-d4b2-44f8-8d90-ab893aa8f90d
-1,Outliers,Employers and interns get clarity on minimum wage,https://gov.uk/government/news/employers-and-interns-get-clarity-on-minimum-wage,0.010,9588c716-8232-467c-9316-c45cfb7d9ea6
-1,Outliers,Making Work Pay: creating a modern framework for industrial relations,https://gov.uk/government/consultations/making-work-pay-creating-a-modern-framework-for-industrial-relations,0.020,982f9b75-79bd-419a-a7b5-c0fab335274b
