topic_number,topic_name,link,probability,content_item_id
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-6-to-10-december-2021"",""Field Safety Notices: 6 to 10 December 2021"")",0.000,053536a4-7523-4ac1-9095-4f914f1d317a
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/prescribing-medicines-in-renal-impairment-using-the-appropriate-estimate-of-renal-function-to-avoid-the-risk-of-adverse-drug-reactions"",""Prescribing medicines in renal impairment: using the appropriate estimate of renal function to avoid the risk of adverse drug reactions"")",0.000,0546e461-9e06-4617-84e0-48806bc659b1
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/pomalidomide-imnovid-risk-of-hepatitis-b-reactivation"",""Pomalidomide (Imnovid▼): risk of hepatitis B reactivation"")",0.000,05ea2ed2-70f3-4950-bf97-1aaab6f7a42e
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-drug-alerts-sent-to-healthcare-professionals-in-may-2019"",""Letters and drug alerts sent to healthcare professionals in May 2019"")",0.000,062199ba-78a3-4f26-a570-e84b893190ce
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/veletri-epoprostenol-powder-for-solution-for-infusion-incompatibilities-with-some-models-of-administration-devices"",""Veletri (epoprostenol) powder for solution for infusion: incompatibilities with some models of administration devices"")",0.000,06671096-85b4-4574-9887-d5a80abbb79c
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/desmopressin-nasal-spray-removal-of-nocturnal-enuresis-indication"",""Desmopressin nasal spray: removal of nocturnal enuresis indication"")",0.000,066d8f41-ad52-4b9a-9e83-8aec5ce5ec25
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/intraoperative-probe-cover-with-long-surgi-tip-risk-of-infection-due-to-manufacturing-failure-specific-lot-numbers-affected-mda-2019-034"",""Intraoperative probe cover with long Surgi-tip – risk of infection due to manufacturing failure (specific lot numbers affected) (MDA/2019/034)"")",0.000,06a12c1c-755b-4069-bb87-57a3bcf29410
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/pseudoephedrine-and-ephedrine-managing-risk-of-misuse"",""Pseudoephedrine and ephedrine: managing risk of misuse"")",0.000,06ce7c31-51bd-4ff5-b809-30fad5596330
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/class-2-medicines-recall-emerade-300-micrograms-solution-for-injection-in-pre-filled-syringe-pl-33616-0014-el-20-a-20"",""Class 2 Medicines Recall: Emerade 300 micrograms solution for injection in pre-filled syringe, PL 33616/0014 (EL(20)A/20)"")",0.000,08508b65-b810-40ff-9ef0-8f079eb4aa38
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/medical-devices-sterilised-by-steril-milano-potential-for-incomplete-sterilisation-dsi-slash-2021-slash-008"",""Medical devices sterilised by Steril Milano – potential for incomplete sterilisation (DSI/2021/008) "")",0.000,08889a45-f2ef-4e48-99cc-22bd937adefc
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/ssris-and-snris-risk-of-persistent-pulmonary-hypertension-in-the-newborn"",""SSRIs and SNRIs: risk of persistent pulmonary hypertension in the newborn"")",0.000,095304fa-3081-4376-b5a0-b6b301d5efdf
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/stimulant-laxatives-bisacodyl-senna-and-sennosides-sodium-picosulfate-available-over-the-counter-new-measures-to-support-safe-use"",""Stimulant laxatives (bisacodyl, senna and sennosides, sodium picosulfate) available over-the-counter: new measures to support safe use "")",0.000,0956e7e0-62c9-4bb9-bc94-4b0a2a057460
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/adrenaline-auto-injectors-recent-action-taken-to-support-safety"",""Adrenaline auto-injectors: recent action taken to support safety"")",0.000,09bd0850-e884-4a19-a0b3-5ae1ac34feda
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/medical-device-alerts-issued-in-september-2019"",""Medical Device Alerts issued in September 2019 "")",0.000,0a2faceb-a52e-4209-aa8b-bcd5c0d21aa9
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/vigabatrin-for-infantile-spasms-risk-of-movement-disorders-and-mri-abnormalities"",""Vigabatrin for infantile spasms: risk of movement disorders and MRI abnormalities"")",0.000,0bb4cac1-14a0-4890-9547-15b1bb95b59c
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/fingolimod-gilenya-increased-risk-of-congenital-malformations-new-contraindication-during-pregnancy-and-in-women-of-childbearing-potential-not-using-effective-contraception"",""Fingolimod (Gilenya▼): increased risk of congenital malformations; new contraindication during pregnancy and in women of childbearing potential not using effective contraception"")",0.000,0ccb16b1-3c59-4051-b138-e1a4db611a67
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/rifadin-infusion-rifampicin-new-solvent-formulation-and-changes-to-compatible-diluents"",""Rifadin infusion (rifampicin): new solvent formulation and changes to compatible diluents"")",0.000,0d382970-f692-402b-b989-ace808595af0
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-28-march-to-1-april-2022"",""Field Safety Notices: 28 March to 1 April 2022"")",0.000,0de8155d-b476-4f6a-8d7b-7b5877a535e7
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/sitaxentan-thelin-worldwide-withdrawal-from-the-market"",""Sitaxentan (Thelin▼): worldwide withdrawal from the market "")",0.000,0df11c53-422e-4210-907d-dcece853aab4
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-12-to-16-february-2024"",""Field Safety Notices:12 to 16 February 2024"")",0.000,0e775934-7f2d-4fe8-bc85-b4dd80795f72
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-31-january-to-4-february-2022"",""Field Safety Notices: 31 January to 4 February 2022"")",0.000,0f58ac75-8b3e-4ef2-a9f1-92cefe8cb0a7
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/angiotensin-ii-receptor-antagonists-evidence-does-not-suggest-any-link-with-cancer"",""Angiotensin II receptor antagonists: evidence does not suggest any link with cancer"")",0.000,102e34fa-d8c9-4a78-bee4-a1ba0a30b90d
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-25-to-29-october-2021"",""Field Safety Notices: 25 to 29 October 2021"")",0.000,103bce86-dddd-4a89-ae0a-e07d65130b94
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/cabazitaxel-jevtana-risk-of-medication-error-resulting-in-overdose"",""Cabazitaxel (Jevtana▼): risk of medication error resulting in overdose"")",0.000,108bb552-f5ec-48c1-bc89-68f8bbd8f7d9
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/medical-device-alert-wheeled-and-non-wheeled-walking-frames-all-models-potential-for-detachment-of-the-wheels-and-or-inadequately-tightened-screws"",""Wheeled and non-wheeled walking frames (all models) - potential for detachment of the wheels and/or inadequately tightened screws"")",0.000,10bdc8ef-aa2e-4aa6-a6bf-055b652daa2c
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/class-2-medicines-recall-ranitidine-effervescent-tablets-150mg-ranitidine-effervescent-tablets-300mg-el-19-a-27"",""Class 2 Medicines recall: Ranitidine Effervescent Tablets 150mg, Ranitidine Effervescent Tablets 300mg (EL (19)A/27)"")",0.000,10c3ca75-70a4-4c15-afa3-9af9fdb50669
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/medical-device-alert-ligasure-blunt-tip-laparoscopic-sealer-divider-potential-risk-of-serious-thermal-burns"",""Ligasure blunt tip laparoscopic sealer/divider - potential risk of serious thermal burns"")",0.000,1139143e-aedb-46cc-895d-ad418ca4b69a
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/implantable-medical-devices-manufactured-by-silimed-temporary-suspension-of-the-ce-certificate"",""Implantable medical devices manufactured by Silimed lndustria de lmplantes Ltda - temporary suspension of the CE certificate"")",0.000,1268279d-5403-4a9c-986c-c33077e1ed51
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/warfarin-and-other-anticoagulants-monitoring-of-patients-during-the-covid-19-pandemic"",""Warfarin and other anticoagulants: monitoring of patients during the COVID-19 pandemic"")",0.000,12715604-5d5a-43f4-9e5e-d70544d3d516
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-24-to-28-october-2022"",""Field Safety Notices: 24 to 28 October 2022"")",0.000,135eb3e9-cc5e-4df4-bf30-4b086f20b73e
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-august-2023"",""Letters and medicine recalls sent to healthcare professionals in August 2023"")",0.000,137254d7-a5a6-4a2a-92e7-452f8c127b3b
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/calcium-and-vitamin-d-no-prescribing-changes"",""Calcium and vitamin D: no prescribing changes"")",0.000,16c29f77-55fd-49f9-a85f-55ad048c6b69
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/citalopram-suspected-drug-interaction-with-cocaine-prescribers-should-consider-enquiring-about-illicit-drug-use"",""Citalopram: suspected drug interaction with cocaine; prescribers should consider enquiring about illicit drug use"")",0.000,16dfa7c3-d33f-46b7-a29d-1190506460e2
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/omega-3-acid-ethyl-ester-medicines-omacor-slash-teromeg-1000mg-capsules-dose-dependent-increased-risk-of-atrial-fibrillation-in-patients-with-established-cardiovascular-diseases-or-cardiovascular-risk-factors"",""Omega-3-acid ethyl ester medicines (Omacor/Teromeg 1000mg capsules): dose-dependent increased risk of atrial fibrillation in patients with established cardiovascular diseases or cardiovascular risk factors"")",0.000,1865285f-ece1-4e98-95aa-07278c307c9d
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/paclitaxel-coated-devices-pcd-used-in-the-treatment-of-peripheral-arterial-disease-update-to-previous-mhra-guidance-on-use-where-indicated-pcd-can-be-considered-as-a-treatment-option-for-both-critical-limb-ischaemia-cli-and-interm"",""Paclitaxel coated devices (PCD) used in the treatment of peripheral arterial disease: update to previous MHRA guidance on use. Where indicated, PCD can be considered as a treatment option for both critical limb ischaemia (CLI) and intermittent claudication (IC) patients. (DSI/2024/001) "")",0.000,18882134-258a-49fe-bf84-29d7211ad639
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/rivastigmine-exelon-transdermal-patch-risk-of-medication-errors"",""Rivastigmine (Exelon) transdermal patch: risk of medication errors"")",0.000,195c6e92-e69a-45fc-b299-097c08c4d954
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/drug-alert-methotrexate-25mg-ml-injection-damaged-vials"",""Methotrexate 25mg/ml injection - damaged vials"")",0.000,1baa4f2d-096c-48f0-9414-b677f1c9cbb0
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-13-july-to-17-july-2020"",""Field Safety Notices - 13 July to 17 July 2020"")",0.000,1beeb623-9815-4517-b24d-88d73869e84c
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-14-to-18-march-2022"",""Field Safety Notices: 14 to 18 March 2022"")",0.000,1c12a0ee-9230-40d6-a588-1a0acf6b508c
-1,Outlier,"=HYPERLINK(""https://gov.uk/government/publications/regulatory-approval-of-xevudy-sotrovimab"",""Regulatory approval of Xevudy (sotrovimab)"")",0.000,1c21b4c9-eba3-4f93-8f73-2e121e83e05f
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/pomalidomide-imnovid-risks-of-cardiac-failure-interstitial-lung-disease-and-hepatotoxicity"",""Pomalidomide (Imnovid▼): risks of cardiac failure, interstitial lung disease and hepatotoxicity "")",0.000,1cbaaf8e-b738-423e-b392-dce730b1991e
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/warfarin-be-alert-to-the-risk-of-drug-interactions-with-tramadol"",""Warfarin: be alert to the risk of drug interactions with tramadol"")",0.000,1d01a31b-2511-49ea-9479-9064a1f06bbd
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/linezolid-restricted-indication"",""Linezolid: restricted indication"")",0.000,1d86ce71-f0b5-4cd1-a1db-fdfb0ea72d09
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/systemically-administered-vegf-pathway-inhibitors-risk-of-aneurysm-and-artery-dissection"",""Systemically administered VEGF pathway inhibitors: risk of aneurysm and artery dissection "")",0.000,1ddd16eb-57ee-44ca-bdf6-55a171c005c9
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-29-november-to-3-december-2021"",""Field Safety Notices: 29 November to 3 December 2021"")",0.000,1e45b4c1-a9b4-46f4-948d-de51d93ad4cb
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-august-2022"",""Letters and medicine recalls sent to healthcare professionals in August 2022"")",0.000,1e5d8d24-0a02-49dc-be39-4a5416a13de6
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/nitrofurantoin-reminder-of-the-risks-of-pulmonary-and-hepatic-adverse-drug-reactions"",""Nitrofurantoin: reminder of the risks of pulmonary and hepatic adverse drug reactions"")",0.000,1e9ca261-53a3-4f0e-8adf-b7d9af0f9fde
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/biosimilar-products"",""Biosimilar products"")",0.000,1f34b03b-0678-4dca-830f-1376e81546d4
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/topical-miconazole-including-oral-gel-reminder-of-potential-for-serious-interactions-with-warfarin"",""Topical miconazole, including oral gel: reminder of potential for serious interactions with warfarin"")",0.000,1f530e6e-9cb4-49cc-9d92-cd8a07c431a7
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/braltus-tiotropium-risk-of-inhalation-of-capsule-if-placed-in-the-mouthpiece-of-the-inhaler"",""Braltus (tiotropium): risk of inhalation of capsule if placed in the mouthpiece of the inhaler"")",0.000,1fc6c2cc-2916-465a-8634-c04a284a8835
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/mirabegron-betmiga-risk-of-severe-hypertension-and-associated-cerebrovascular-and-cardiac-events"",""Mirabegron (Betmiga▼): risk of severe hypertension and associated cerebrovascular and cardiac events"")",0.000,201778d9-39ec-48b6-b314-2f851599f80a
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/ceftriaxone-rocephin-incompatible-with-solutions-containing-calcium"",""Ceftriaxone (rocephin): incompatible with solutions containing calcium"")",0.000,201feff5-12b8-44f5-a528-f5970bfa1038
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-29-march-to-02-april-2021"",""Field Safety Notices - 29 March to 02 April 2021"")",0.000,20456288-671b-41c2-a8e3-4ce468a7b75c
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/medical-device-alert-biplane-cardiovascular-x-ray-system-risk-of-interruption-in-treatment-procedure"",""Biplane cardiovascular X-ray system - risk of interruption in treatment/procedure"")",0.000,20afcb14-7a44-462c-8d3b-b35003af8e13
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/breathing-circuit-swivel-elbow-recall-due-to-risk-of-cracks-forming-before-or-during-use-mda-2019-032"",""Breathing circuit swivel elbow – recall due to risk of cracks forming before or during use (MDA/2019/032)"")",0.000,20dce563-570a-4b71-9877-eeb1689d0223
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-13-to-17-december-2021"",""Field Safety Notices: 13 to 17 December 2021"")",0.000,20f6e690-ae9a-4bac-9c84-9e063d1f3bc6
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/intravenous-iron-and-serious-hypersensitivity-reactions-strengthened-recommendations"",""Intravenous iron and serious hypersensitivity reactions: strengthened recommendations"")",0.000,215b8678-c1d1-467b-b96b-e65a2f4a2976
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/class-2-medicines-recall-zantac-injection-50mg-2ml-zantac-syrup-150mg-10ml-zantac-tablets-150mg-zantac-tablets-300mg-el-19-a-24"",""Class 2 Medicines recall: Zantac Injection 50mg/2ml, Zantac Syrup 150mg/10ml, Zantac Tablets 150mg, Zantac Tablets 300mg (EL (19)A 24)"")",0.000,21ebbb62-2da6-4049-affb-d722de999507
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/lenalidomide-risk-of-thrombosis-and-thromboembolism"",""Lenalidomide: risk of thrombosis and thromboembolism"")",0.000,21fb6e38-3864-45b1-8b01-5397a6225f24
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-drug-alerts-sent-to-healthcare-professionals-in-january-2019"",""Letters and drug alerts sent to healthcare professionals in January 2019"")",0.000,22cac22f-7a21-44ca-95e5-c47a7b56ce7d
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/amoxicillin-sodium-1g-250mg-and-500mg-powder-for-solution-for-injection-do-not-use-for-treating-neonates-and-infants-below-one-year-old"",""Update: Wockhardt UK Ltd - Amoxicillin Sodium 1g, 250mg and 500mg Powder for Solution for Injection "")",0.000,22ec2e19-151f-4088-bd34-57bf9e04661b
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/herbal-ingredient-st-john-s-wort-may-interact-with-antiepileptics"",""Herbal ingredient St John’s wort may interact with antiepileptics"")",0.000,240555ec-fc23-424a-98af-e55a1635c202
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/herbal-medicines-new-help-available-when-advising-patients-about-safe-use"",""Herbal medicines: new help available when advising patients about safe use"")",0.000,240ec9e4-56f7-43f0-a62c-b6f887ca36ce
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/sirolimus-different-immunoassays-for-therapeutic-drug-monitoring-risk-of-incorrect-dose-adjustment"",""Sirolimus: different immunoassays for therapeutic drug monitoring—risk of incorrect dose adjustment"")",0.000,245f2d47-0265-435b-b83b-296a213f4976
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/methylprednisolone-injectable-medicine-containing-lactose-solu-medrone-40-mg-do-not-use-in-patients-with-cows-milk-allergy"",""Methylprednisolone injectable medicine containing lactose (Solu-Medrone 40 mg): do not use in patients with cows’ milk allergy"")",0.000,246dd7dc-6311-4aae-b5aa-0eb91c7f168d
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/class-2-medicines-recall-medreich-plc-ranitidine-150mg-tablets-pl-21880-0091-ranitidine-300mg-tablets-pl-21880-0092-el-20-a-05"",""Class 2 Medicines recall: Medreich PLC, Ranitidine 150mg Tablets, PL 21880/0091, Ranitidine 300mg Tablets, PL 21880/0092 (EL (20)A/05)"")",0.000,248c4b54-0703-4085-9deb-5435372b0802
-1,Outlier,"=HYPERLINK(""https://gov.uk/government/news/patients-asked-to-return-emerade-300-and-500-microgram-adrenaline-pens-for-replacement"",""Patients asked to return Emerade 300 and 500 microgram adrenaline pens for replacement"")",0.000,24abb84b-fb42-4413-b745-7a126e24cc9a
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-april-2024"",""Letters and medicine recalls sent to healthcare professionals in April 2024 "")",0.000,263de5ae-ed00-4d33-afd8-a8e3e904734b
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/medicines-taken-during-pregnancy-please-report-suspected-adverse-drug-reactions-including-in-the-baby-or-child-on-a-yellow-card"",""Medicines taken during pregnancy: please report suspected adverse drug reactions, including in the baby or child, on a Yellow Card"")",0.000,26a0025b-69ac-4222-a1cc-76e6d4d1aaff
-1,Outlier,"=HYPERLINK(""https://gov.uk/government/news/mhra-response-to-contaminated-paediatric-medicines-identified-in-who-region-of-africa"",""MHRA response to contaminated paediatric medicines identified in WHO region of Africa"")",0.000,27e42ea6-b735-46ca-9e53-bd9025deb373
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/spironolactone-and-renin-angiotensin-system-drugs-in-heart-failure-risk-of-potentially-fatal-hyperkalaemia-clarification"",""Spironolactone and renin-angiotensin system drugs in heart failure: risk of potentially fatal hyperkalaemia—clarification, December 2016"")",0.000,29537c4d-a6cc-4e58-b8e3-4bc261109537
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/ferumoxytol-risk-of-serious-hypersensitivity-reactions-contraindicated-if-any-drug-allergy-administer-via-infusion"",""Ferumoxytol: risk of serious hypersensitivity reactions—contraindicated if any drug allergy; administer via infusion "")",0.000,2958a5c4-6dd9-41ff-ae89-a33af44efee4
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/ace-inhibitors-and-angiotensin-ii-receptor-antagonists-not-for-use-in-pregnancy"",""ACE inhibitors and angiotensin II receptor antagonists: not for use in pregnancy"")",0.000,298f1ce9-2899-42b0-a569-7b7ee578f928
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/niraparib-zejula-reports-of-severe-hypertension-and-posterior-reversible-encephalopathy-syndrome-pres-particularly-in-early-treatment"",""Niraparib (Zejula▼): reports of severe hypertension and posterior reversible encephalopathy syndrome (PRES), particularly in early treatment "")",0.000,29ac2658-fe2c-4f17-a790-431f3b6218bb
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/dabigatran-pradaxa-contraindicated-in-patients-with-prosthetic-heart-valve-s-requiring-anti-coagulant-treatment"",""Dabigatran (Pradaxa): contraindicated in patients with prosthetic heart valve(s) requiring anti-coagulant treatment"")",0.000,29ffc9fb-1634-44c6-b57e-e83d7727493b
-1,Outlier,"=HYPERLINK(""https://gov.uk/government/news/members-of-the-public-asked-to-return-boots-paracetamol-500mg-tablets-due-to-packaging-error"",""Members of the public asked to return Boots Paracetamol 500mg tablets due to packaging error"")",0.000,2a05e9bb-a978-4738-9ce0-d19cea53c11f
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-29-june-to-03-july-2020"",""Field Safety Notices - 29 June to 03 July 2020"")",0.000,2afd15db-92f8-46cc-9a09-92a21938159a
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/paclitaxel-6mg-ml-concentrate-for-solution-for-infusion-100mg-in-16-7ml-exterior-of-vials-potentially-contaminated-with-methotrexate"",""Paclitaxel 6mg/ml concentrate for solution for infusion; 100mg in 16.7ml - exterior of vials potentially contaminated with Methotrexate"")",0.000,2b45d14e-2610-44a4-aa6f-56f9f9760681
-1,Outlier,"=HYPERLINK(""https://gov.uk/government/news/labelling-error-leads-to-retail-level-recall-of-cold-and-flu-medicine"",""Labelling error leads to retail-level recall of cold and flu medicine"")",0.000,2bd09827-7f21-4dfb-880d-aa4b79a2648d
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/recall-of-bd-venflon-pro-safety-iv-cannula"",""Recall of BD Venflon Pro safety and Venflon Pro IV cannula (DSI/2021/006R)"")",0.000,2c744bf9-29f4-449d-ac7e-24cf7e48efb0
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/nusinersen-spinraza-reports-of-communicating-hydrocephalus-discuss-symptoms-with-patients-and-carers-and-investigate-urgently"",""Nusinersen (Spinraza▼): reports of communicating hydrocephalus; discuss symptoms with patients and carers and investigate urgently "")",0.000,2d5bbf1e-9251-4386-b1fa-8abc9761edef
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/emollients-new-information-about-risk-of-severe-and-fatal-burns-with-paraffin-containing-and-paraffin-free-emollients"",""Emollients: new information about risk of severe and fatal burns with paraffin-containing and paraffin-free emollients"")",0.000,2d90205c-daac-4841-9f05-22d265642b36
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/panitumumab-vectibix-risk-of-necrotising-fasciitis"",""Panitumumab (Vectibix): risk of necrotising fasciitis"")",0.000,2e3a100f-078e-4c42-a75a-dc4834e6c9a9
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/fingolimod-gilenya-not-recommended-for-patients-at-known-risk-of-cardiovascular-adverse-events"",""Fingolimod (Gilenya▼): not recommended for patients at known risk of cardiovascular adverse events"")",0.000,2e3ce41d-00e2-4e3a-a48d-d277cb3e2156
